repository_name,date,views,unique_visitors/cloners
GraphOne,2020-05-17,23,1
GraphOne,2020-05-21,1,1
GraphOne,2020-05-23,1,1
GraphOne,2020-05-24,3,1
GraphOne,2020-05-25,1,1
GraphOne,2020-05-26,1,1
GraphOne,2020-05-27,16,3
GraphOne,2020-05-29,1,1
GraphOne,2020-05-30,2,1
GraphOne,2020-05-31,5,2
