repository_name,date,views,unique_visitors/cloners
GraphOne,2020-06-08,1,1
GraphOne,2020-06-09,4,4
GraphOne,2020-06-10,5,1
GraphOne,2020-06-12,2,1
GraphOne,2020-06-13,1,1
GraphOne,2020-06-15,7,4
GraphOne,2020-06-16,3,2
GraphOne,2020-06-17,2,1
GraphOne,2020-06-21,30,1
