repository_name,date,views,unique_visitors/cloners
GraphOne,2020-02-09,1,1
GraphOne,2020-02-10,7,2
GraphOne,2020-02-11,32,2
GraphOne,2020-02-12,1,1
GraphOne,2020-02-13,1,1
GraphOne,2020-02-14,66,2
GraphOne,2020-02-15,23,2
GraphOne,2020-02-17,21,2
GraphOne,2020-02-18,50,2
GraphOne,2020-02-19,1,1
GraphOne,2020-02-20,1,1
GraphOne,2020-02-21,3,2
GraphOne,2020-02-22,3,1
